Id,IsDeleted,CaseNumber,ContactId,AccountId,AssetId,ParentId,SuppliedName,SuppliedEmail,SuppliedPhone,SuppliedCompany,Type,Status,Reason,Origin,Subject,Priority,Description,IsClosed,ClosedDate,IsEscalated,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,ContactPhone,ContactMobile,ContactEmail,ContactFax,LastViewedDate,LastReferencedDate,Employee_ID__c,Member_ID__c,Passport_ID__c,SSN__c
5001g000009TXc4AAG,,00015488,0031g00000iE9UiAAK,0011g00000nAbuiAAC,,,,,,,Cancellation,Closed,Cancellation,Phone,Please cancel my service,Medium,I need to cancel our account.,1,2019-04-20T21:11:38.000+0000,,0051g000004BvFfAAK,2019-04-11T21:11:38.000+0000,0051g000004BvFfAAK,2019-04-20T21:11:38.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:40.000+0000,(555) 877-1707,(555) 253-5046,shirl.mackessy@example.com,,,,000338449549,000214396785,000562346550,000-29-8318
5001g000009TXc5AAG,,00015489,0031g00000iE9UiAAK,0011g00000nAbuiAAC,,,,,,,Claim,Closed,Claim,Web,Status of claim,Low,I have claims question related to my account.,1,2017-11-25T22:28:23.000+0000,,0051g000004BvFfAAK,2017-11-07T22:28:23.000+0000,0051g000004BvFfAAK,2017-11-25T22:28:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:40.000+0000,(555) 877-1707,(555) 253-5046,shirl.mackessy@example.com,,,,000338449549,000214396785,000562346550,000-29-8318
5001g000009TXc6AAG,,00015490,0031g00000iE9UjAAK,0011g00000nAbuiAAC,,,,,,,Enrollment,Closed,Enrollment,Web,Enrollment question,Medium,I have an enrollment question related to my account.,1,2017-12-12T22:31:06.000+0000,,0051g000004BvFfAAK,2017-11-26T22:31:06.000+0000,0051g000004BvFfAAK,2017-12-12T22:31:06.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:40.000+0000,(555) 559-1422,(555) 655-2732,jenette.stopa@example.com,,,,000425316950,000700361563,000647440578,000-18-8771
5001g000009TXc7AAG,,00015491,0031g00000iE9UjAAK,0011g00000nAbuiAAC,,,,,,,Cancellation,Closed,Cancellation,Web,Please cancel my subscription,Medium,I need to cancel our account.,1,2015-03-14T02:39:33.000+0000,,0051g000004BvFfAAK,2015-02-13T02:39:33.000+0000,0051g000004BvFfAAK,2015-03-14T02:39:33.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:40.000+0000,(555) 559-1422,(555) 655-2732,jenette.stopa@example.com,,,,000425316950,000700361563,000647440578,000-18-8771
5001g000009TXc8AAG,,00015492,0031g00000iE9UjAAK,0011g00000nAbuiAAC,,,,,,,Support,Closed,Support,Email,Error message question,Medium,I have a service question and would like some assistance.,1,2015-07-04T00:59:17.000+0000,,0051g000004BvFfAAK,2015-06-11T00:59:17.000+0000,0051g000004BvFfAAK,2015-07-04T00:59:17.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:40.000+0000,(555) 559-1422,(555) 655-2732,jenette.stopa@example.com,,,,000425316950,000700361563,000647440578,000-18-8771
5001g000009TXc9AAG,,00015493,0031g00000iE9UkAAK,0011g00000nAbuiAAC,,,,,,,Cancellation,Closed,Cancellation,Phone,Please cancel my service,Medium,I need to cancel our account.,1,2018-06-12T20:30:50.000+0000,,0051g000004BvFfAAK,2018-05-19T20:30:50.000+0000,0051g000004BvFfAAK,2018-06-12T20:30:50.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:40.000+0000,(555) 132-9302,(555) 634-3100,bula.borsh@example.com,,,,000322275520,000357611531,000486318011,000-88-7214
5001g000009TXcAAAW,,00015494,0031g00000iE9UkAAK,0011g00000nAbuiAAC,,,,,,,Enrollment,Closed,Enrollment,Web,Question about enrollment process,Low,I have an enrollment question related to my account.,1,2017-11-07T14:35:19.000+0000,,0051g000004BvFfAAK,2017-10-26T14:35:19.000+0000,0051g000004BvFfAAK,2017-11-07T14:35:19.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:40.000+0000,(555) 132-9302,(555) 634-3100,bula.borsh@example.com,,,,000322275520,000357611531,000486318011,000-88-7214
5001g000009TXcBAAW,,00015495,0031g00000iE9UkAAK,0011g00000nAbuiAAC,,,,,,,Support,Closed,Support,Web,Error message problem,Medium,I have a service question and would like some assistance.,1,2012-06-30T17:49:30.000+0000,,0051g000004BvFfAAK,2012-06-02T17:49:30.000+0000,0051g000004BvFfAAK,2012-06-30T17:49:30.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:40.000+0000,(555) 132-9302,(555) 634-3100,bula.borsh@example.com,,,,000322275520,000357611531,000486318011,000-88-7214
5001g000009TXcCAAW,,00015496,0031g00000iE9UkAAK,0011g00000nAbuiAAC,,,,,,,Claim,New,Claim,Web,Need copy of my claim,Medium,I have claims question related to my account.,,,,0051g000004BvFfAAK,2020-04-28T15:41:14.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:40.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:40.000+0000,(555) 132-9302,(555) 634-3100,bula.borsh@example.com,,,,000322275520,000357611531,000486318011,000-88-7214
5001g000009TXcDAAW,,00015497,0031g00000iE9UlAAK,0011g00000nAbuiAAC,,,,,,,Support,Closed,Support,Phone,Usage problem,Low,I have a service question and would like some assistance.,1,2006-09-23T15:54:20.000+0000,,0051g000004BvFfAAK,2006-09-02T15:54:20.000+0000,0051g000004BvFfAAK,2006-09-23T15:54:20.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:40.000+0000,(555) 372-5269,(555) 586-9956,devon.ehrgott@example.com,,,,000205882945,000885649034,000444405553,000-82-2127
5001g000009TXcEAAW,,00015498,0031g00000iE9UlAAK,0011g00000nAbuiAAC,,,,,,,Support,Closed,Support,Email,Need help with setup,High,I have a service question and would like some assistance.,1,2020-05-16T00:30:50.000+0000,,0051g000004BvFfAAK,2020-05-16T00:30:50.000+0000,0051g000004BvFfAAK,2020-05-16T00:30:50.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:40.000+0000,(555) 372-5269,(555) 586-9956,devon.ehrgott@example.com,,,,000205882945,000885649034,000444405553,000-82-2127
5001g000009TXcFAAW,,00015499,0031g00000iE9UlAAK,0011g00000nAbuiAAC,,,,,,,Support,Closed,Support,Email,Question about warning message,Medium,I have a service question and would like some assistance.,1,2019-02-14T18:29:24.000+0000,,0051g000004BvFfAAK,2019-02-01T18:29:24.000+0000,0051g000004BvFfAAK,2019-02-14T18:29:24.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:40.000+0000,(555) 372-5269,(555) 586-9956,devon.ehrgott@example.com,,,,000205882945,000885649034,000444405553,000-82-2127
5001g000009TXcGAAW,,00015500,0031g00000iE9UlAAK,0011g00000nAbuiAAC,,,,,,,Claim,Closed,Claim,Email,Need copy of my claim,High,I have claims question related to my account.,1,2009-09-13T21:57:44.000+0000,,0051g000004BvFfAAK,2009-08-15T21:57:44.000+0000,0051g000004BvFfAAK,2009-09-13T21:57:44.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:40.000+0000,(555) 372-5269,(555) 586-9956,devon.ehrgott@example.com,,,,000205882945,000885649034,000444405553,000-82-2127
5001g000009TXcHAAW,,00015501,0031g00000iE9UmAAK,0011g00000nAbuiAAC,,,,,,,Claim,Closed,Claim,Email,Need copy of my claim,Low,I have claims question related to my account.,1,2018-11-07T21:54:16.000+0000,,0051g000004BvFfAAK,2018-10-10T21:54:16.000+0000,0051g000004BvFfAAK,2018-11-07T21:54:16.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:40.000+0000,(555) 602-2793,(555) 296-1190,tatyana.katzberg@example.com,,,,000867964876,000289407729,000205329439,000-24-4182
5001g000009TXcIAAW,,00015502,0031g00000iE9UmAAK,0011g00000nAbuiAAC,,,,,,,Claim,Closed,Claim,Web,Status of claim,Medium,I have claims question related to my account.,1,2016-08-01T16:45:38.000+0000,,0051g000004BvFfAAK,2016-07-11T16:45:38.000+0000,0051g000004BvFfAAK,2016-08-01T16:45:38.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:40.000+0000,(555) 602-2793,(555) 296-1190,tatyana.katzberg@example.com,,,,000867964876,000289407729,000205329439,000-24-4182
5001g000009TXcJAAW,,00015503,0031g00000iE9UmAAK,0011g00000nAbuiAAC,,,,,,,Cancellation,Closed,Cancellation,Web,Cancel my subscription,Medium,I need to cancel our account.,1,2010-06-12T18:20:52.000+0000,,0051g000004BvFfAAK,2010-05-24T18:20:52.000+0000,0051g000004BvFfAAK,2010-06-12T18:20:52.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:40.000+0000,(555) 602-2793,(555) 296-1190,tatyana.katzberg@example.com,,,,000867964876,000289407729,000205329439,000-24-4182
5001g000009TXcKAAW,,00015504,0031g00000iE9UmAAK,0011g00000nAbuiAAC,,,,,,,Billing,Closed,Billing,Web,My bill,Medium,I have a billing question related to my account.,1,2019-07-28T21:25:33.000+0000,,0051g000004BvFfAAK,2019-07-16T21:25:33.000+0000,0051g000004BvFfAAK,2019-07-28T21:25:33.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:40.000+0000,(555) 602-2793,(555) 296-1190,tatyana.katzberg@example.com,,,,000867964876,000289407729,000205329439,000-24-4182
5001g000009TXcLAAW,,00015505,0031g00000iE9UmAAK,0011g00000nAbuiAAC,,,,,,,Support,Closed,Support,Phone,Setup problem,Medium,I have a service question and would like some assistance.,1,2020-05-04T00:09:08.000+0000,,0051g000004BvFfAAK,2020-05-02T00:09:08.000+0000,0051g000004BvFfAAK,2020-05-04T00:09:08.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:40.000+0000,(555) 602-2793,(555) 296-1190,tatyana.katzberg@example.com,,,,000867964876,000289407729,000205329439,000-24-4182
5001g000009TXh3AAG,,00015797,0031g00000iE9WSAA0,0011g00000nAbv6AAC,,,,,,,Claim,Closed,Claim,Email,Status of claim,Medium,I have claims question related to my account.,1,2019-01-07T21:42:10.000+0000,,0051g000004BvFfAAK,2019-01-05T21:42:10.000+0000,0051g000004BvFfAAK,2019-01-07T21:42:10.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:43.000+0000,(555) 312-6004,(555) 275-6608,leanna.farace@example.com,,,,000643581249,000433036619,000807258002,000-82-3828
5001g000009TXh4AAG,,00015798,0031g00000iE9WTAA0,0011g00000nAbv6AAC,,,,,,,Enrollment,Closed,Enrollment,Phone,Enrollment question,High,I have an enrollment question related to my account.,1,2017-06-14T01:34:56.000+0000,,0051g000004BvFfAAK,2017-05-29T01:34:56.000+0000,0051g000004BvFfAAK,2017-06-14T01:34:56.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:43.000+0000,(555) 840-6833,(555) 141-8086,reita.massett@example.com,,,,000659033571,000395681907,000321275740,000-63-7730
5001g000009TXh5AAG,,00015799,0031g00000iE9WTAA0,0011g00000nAbv6AAC,,,,,,,Cancellation,Closed,Cancellation,Web,Cancel my service,Medium,I need to cancel our account.,1,2015-10-02T23:11:17.000+0000,,0051g000004BvFfAAK,2015-09-04T23:11:17.000+0000,0051g000004BvFfAAK,2015-10-02T23:11:17.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:43.000+0000,(555) 840-6833,(555) 141-8086,reita.massett@example.com,,,,000659033571,000395681907,000321275740,000-63-7730
5001g000009TXh6AAG,,00015800,0031g00000iE9WTAA0,0011g00000nAbv6AAC,,,,,,,Cancellation,Closed,Cancellation,Phone,Please cancel my service,Low,I need to cancel our account.,1,2007-06-13T15:24:26.000+0000,,0051g000004BvFfAAK,2007-05-18T15:24:26.000+0000,0051g000004BvFfAAK,2007-06-13T15:24:26.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:43.000+0000,(555) 840-6833,(555) 141-8086,reita.massett@example.com,,,,000659033571,000395681907,000321275740,000-63-7730
5001g000009TXh7AAG,,00015801,0031g00000iE9WTAA0,0011g00000nAbv6AAC,,,,,,,Support,Closed,Support,Phone,Question about usage,Low,I have a service question and would like some assistance.,1,2017-01-15T03:30:21.000+0000,,0051g000004BvFfAAK,2017-01-06T03:30:21.000+0000,0051g000004BvFfAAK,2017-01-15T03:30:21.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:43.000+0000,(555) 840-6833,(555) 141-8086,reita.massett@example.com,,,,000659033571,000395681907,000321275740,000-63-7730
5001g000009TXh8AAG,,00015802,0031g00000iE9WUAA0,0011g00000nAbv6AAC,,,,,,,Claim,Closed,Claim,Phone,Question about my claim,Medium,I have claims question related to my account.,1,2019-09-08T18:56:34.000+0000,,0051g000004BvFfAAK,2019-08-24T18:56:34.000+0000,0051g000004BvFfAAK,2019-09-08T18:56:34.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:43.000+0000,(555) 792-9975,(555) 360-8302,leonard.shelden@example.com,,,,000290927155,000671518725,000834394708,000-88-2351
5001g000009TXh9AAG,,00015803,0031g00000iE9WUAA0,0011g00000nAbv6AAC,,,,,,,Billing,Closed,Billing,Phone,Service question,Low,I have a billing question related to my account.,1,2014-10-10T17:54:39.000+0000,,0051g000004BvFfAAK,2014-09-29T17:54:39.000+0000,0051g000004BvFfAAK,2014-10-10T17:54:39.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:43.000+0000,(555) 792-9975,(555) 360-8302,leonard.shelden@example.com,,,,000290927155,000671518725,000834394708,000-88-2351
5001g000009TXhAAAW,,00015804,0031g00000iE9WUAA0,0011g00000nAbv6AAC,,,,,,,Support,Closed,Support,Email,Error message problem,Medium,I have a service question and would like some assistance.,1,2003-02-19T01:21:23.000+0000,,0051g000004BvFfAAK,2003-01-27T01:21:23.000+0000,0051g000004BvFfAAK,2003-02-19T01:21:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:43.000+0000,(555) 792-9975,(555) 360-8302,leonard.shelden@example.com,,,,000290927155,000671518725,000834394708,000-88-2351
5001g000009TXhBAAW,,00015805,0031g00000iE9WUAA0,0011g00000nAbv6AAC,,,,,,,Claim,Closed,Claim,Phone,Status of claim,Medium,I have claims question related to my account.,1,2004-02-21T01:47:05.000+0000,,0051g000004BvFfAAK,2004-02-01T01:47:05.000+0000,0051g000004BvFfAAK,2004-02-21T01:47:05.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:43.000+0000,(555) 792-9975,(555) 360-8302,leonard.shelden@example.com,,,,000290927155,000671518725,000834394708,000-88-2351
5001g000009TXhCAAW,,00015806,0031g00000iE9WVAA0,0011g00000nAbv7AAC,,,,,,,Cancellation,Closed,Cancellation,Phone,Cancel my contract,Low,I need to cancel our account.,1,2012-02-01T16:57:47.000+0000,,0051g000004BvFfAAK,2012-01-12T16:57:47.000+0000,0051g000004BvFfAAK,2012-02-01T16:57:47.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:43.000+0000,(555) 348-5770,(555) 656-4378,chante.bendorf@example.com,,,,000288273547,000358966072,000418668271,000-39-7845
5001g000009TXhDAAW,,00015807,0031g00000iE9WVAA0,0011g00000nAbv7AAC,,,,,,,Cancellation,Closed,Cancellation,Phone,Please cancel my order,Medium,I need to cancel our account.,1,2008-10-05T15:58:45.000+0000,,0051g000004BvFfAAK,2008-09-29T15:58:45.000+0000,0051g000004BvFfAAK,2008-10-05T15:58:45.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:43.000+0000,(555) 348-5770,(555) 656-4378,chante.bendorf@example.com,,,,000288273547,000358966072,000418668271,000-39-7845
5001g000009TXhEAAW,,00015808,0031g00000iE9WVAA0,0011g00000nAbv7AAC,,,,,,,Enrollment,Closed,Enrollment,Phone,Enrollment question,Medium,I have an enrollment question related to my account.,1,2014-04-22T15:41:57.000+0000,,0051g000004BvFfAAK,2014-03-31T15:41:57.000+0000,0051g000004BvFfAAK,2014-04-22T15:41:57.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:43.000+0000,(555) 348-5770,(555) 656-4378,chante.bendorf@example.com,,,,000288273547,000358966072,000418668271,000-39-7845
5001g000009TXhFAAW,,00015809,0031g00000iE9WWAA0,0011g00000nAbv7AAC,,,,,,,Claim,Closed,Claim,Email,Need copy of my claim,Medium,I have claims question related to my account.,1,2019-12-13T03:02:40.000+0000,,0051g000004BvFfAAK,2019-11-15T03:02:40.000+0000,0051g000004BvFfAAK,2019-12-13T03:02:40.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:43.000+0000,(555) 900-8228,(555) 335-8101,emmy.bozzo@example.com,,,,000906607447,000888065434,000646069391,000-87-8922
5001g000009TXhGAAW,,00015810,0031g00000iE9WXAA0,0011g00000nAbv7AAC,,,,,,,Claim,Closed,Claim,Email,Need copy of my claim,Medium,I have claims question related to my account.,1,2012-06-15T02:57:07.000+0000,,0051g000004BvFfAAK,2012-06-13T02:57:07.000+0000,0051g000004BvFfAAK,2012-06-15T02:57:07.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:43.000+0000,(555) 454-7087,(555) 679-8220,masako.hargrove@example.com,,,,000186050517,000161554860,000240899182,000-88-3225
5001g000009TXhHAAW,,00015811,0031g00000iE9WXAA0,0011g00000nAbv7AAC,,,,,,,Support,Closed,Support,Phone,Warning message question,Low,I have a service question and would like some assistance.,1,2005-08-04T17:43:48.000+0000,,0051g000004BvFfAAK,2005-07-07T17:43:48.000+0000,0051g000004BvFfAAK,2005-08-04T17:43:48.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:43.000+0000,(555) 454-7087,(555) 679-8220,masako.hargrove@example.com,,,,000186050517,000161554860,000240899182,000-88-3225
5001g000009TXhIAAW,,00015812,0031g00000iE9WXAA0,0011g00000nAbv7AAC,,,,,,,Enrollment,Closed,Enrollment,Web,Enrollment question,High,I have an enrollment question related to my account.,1,2018-03-20T21:51:53.000+0000,,0051g000004BvFfAAK,2018-03-03T21:51:53.000+0000,0051g000004BvFfAAK,2018-03-20T21:51:53.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:43.000+0000,(555) 454-7087,(555) 679-8220,masako.hargrove@example.com,,,,000186050517,000161554860,000240899182,000-88-3225
5001g000009TXhJAAW,,00015813,0031g00000iE9WXAA0,0011g00000nAbv7AAC,,,,,,,Cancellation,Closed,Cancellation,Web,Cancel my service,Medium,I need to cancel our account.,1,2020-02-07T20:03:12.000+0000,,0051g000004BvFfAAK,2020-01-15T20:03:12.000+0000,0051g000004BvFfAAK,2020-02-07T20:03:12.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:43.000+0000,(555) 454-7087,(555) 679-8220,masako.hargrove@example.com,,,,000186050517,000161554860,000240899182,000-88-3225
5001g000009TXhKAAW,,00015814,0031g00000iE9WYAA0,0011g00000nAbv7AAC,,,,,,,Claim,Closed,Claim,Web,Status of claim,Medium,I have claims question related to my account.,1,2012-05-17T18:17:35.000+0000,,0051g000004BvFfAAK,2012-04-27T18:17:35.000+0000,0051g000004BvFfAAK,2012-05-17T18:17:35.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:43.000+0000,(555) 718-4138,(555) 520-1666,jay.cassem@example.com,,,,000500353945,000725448017,000258477035,000-36-3247
5001g000009TXhLAAW,,00015815,0031g00000iE9WYAA0,0011g00000nAbv7AAC,,,,,,,Claim,Closed,Claim,Phone,Question about my claim,Medium,I have claims question related to my account.,1,2007-04-29T23:40:09.000+0000,,0051g000004BvFfAAK,2007-04-19T23:40:09.000+0000,0051g000004BvFfAAK,2007-04-29T23:40:09.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:43.000+0000,(555) 718-4138,(555) 520-1666,jay.cassem@example.com,,,,000500353945,000725448017,000258477035,000-36-3247
5001g000009TXhMAAW,,00015816,0031g00000iE9WZAA0,0011g00000nAbv7AAC,,,,,,,Billing,Closed,Billing,Phone,Need help with my service,Low,I have a billing question related to my account.,1,2019-02-03T23:41:30.000+0000,,0051g000004BvFfAAK,2019-01-09T23:41:30.000+0000,0051g000004BvFfAAK,2019-02-03T23:41:30.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:43.000+0000,(555) 395-6000,(555) 273-8941,faustino.malinchalk@example.com,,,,000610198176,000755236187,000218156802,000-63-6999
5001g000009TXm3AAG,,00016107,0031g00000iE9Y7AAK,0011g00000nAbvUAAS,,,,,,,Enrollment,Closed,Enrollment,Email,Need to enroll,Low,I have an enrollment question related to my account.,1,2012-06-09T19:09:01.000+0000,,0051g000004BvFfAAK,2012-05-16T19:09:01.000+0000,0051g000004BvFfAAK,2012-06-09T19:09:01.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:45.000+0000,(555) 282-7520,(555) 286-1609,marlys.heaviland@example.com,,,,000731569227,000981218664,000155119563,000-92-8802
5001g000009TXm4AAG,,00016108,0031g00000iE9Y7AAK,0011g00000nAbvUAAS,,,,,,,Enrollment,Closed,Enrollment,Phone,Status of enrollment,Medium,I have an enrollment question related to my account.,1,2018-04-15T19:40:36.000+0000,,0051g000004BvFfAAK,2018-04-07T19:40:36.000+0000,0051g000004BvFfAAK,2018-04-15T19:40:36.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:45.000+0000,(555) 282-7520,(555) 286-1609,marlys.heaviland@example.com,,,,000731569227,000981218664,000155119563,000-92-8802
5001g000009TXm5AAG,,00016109,0031g00000iE9Y7AAK,0011g00000nAbvUAAS,,,,,,,Cancellation,Closed,Cancellation,Phone,Please cancel my contract,Medium,I need to cancel our account.,1,2010-01-19T19:43:42.000+0000,,0051g000004BvFfAAK,2010-01-05T19:43:42.000+0000,0051g000004BvFfAAK,2010-01-19T19:43:42.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:46.000+0000,(555) 282-7520,(555) 286-1609,marlys.heaviland@example.com,,,,000731569227,000981218664,000155119563,000-92-8802
5001g000009TXm6AAG,,00016110,0031g00000iE9Y7AAK,0011g00000nAbvUAAS,,,,,,,Cancellation,Closed,Cancellation,Email,Cancel my service,High,I need to cancel our account.,1,2008-03-25T21:48:48.000+0000,,0051g000004BvFfAAK,2008-03-03T21:48:48.000+0000,0051g000004BvFfAAK,2008-03-25T21:48:48.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:46.000+0000,(555) 282-7520,(555) 286-1609,marlys.heaviland@example.com,,,,000731569227,000981218664,000155119563,000-92-8802
5001g000009TXm7AAG,,00016111,0031g00000iE9Y8AAK,0011g00000nAbvVAAS,,,,,,,Claim,Closed,Claim,Web,Need copy of my claim,Low,I have claims question related to my account.,1,2015-01-05T17:30:02.000+0000,,0051g000004BvFfAAK,2014-12-18T17:30:02.000+0000,0051g000004BvFfAAK,2015-01-05T17:30:02.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:46.000+0000,(555) 759-6762,(555) 494-1546,jerome.bensberg@example.com,,,,000471396906,000439843379,000172827470,000-52-1827
5001g000009TXm8AAG,,00016112,0031g00000iE9Y9AAK,0011g00000nAbvVAAS,,,,,,,Claim,Closed,Claim,Phone,Status of claim,High,I have claims question related to my account.,1,2020-05-16T01:07:19.000+0000,,0051g000004BvFfAAK,2020-05-16T01:07:19.000+0000,0051g000004BvFfAAK,2020-05-16T01:07:19.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:46.000+0000,(555) 561-6665,(555) 960-9634,rebecca.spracklin@example.com,,,,000290865461,000356203350,000841035014,000-45-3407
5001g000009TXm9AAG,,00016113,0031g00000iE9Y9AAK,0011g00000nAbvVAAS,,,,,,,Claim,Closed,Claim,Phone,Need copy of my claim,High,I have claims question related to my account.,1,2015-08-15T02:52:07.000+0000,,0051g000004BvFfAAK,2015-08-05T02:52:07.000+0000,0051g000004BvFfAAK,2015-08-15T02:52:07.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:46.000+0000,(555) 561-6665,(555) 960-9634,rebecca.spracklin@example.com,,,,000290865461,000356203350,000841035014,000-45-3407
5001g000009TXmAAAW,,00016114,0031g00000iE9YAAA0,0011g00000nAbvVAAS,,,,,,,Billing,Closed,Billing,Phone,Need help with my bill,Medium,I have a billing question related to my account.,1,2012-11-09T16:58:06.000+0000,,0051g000004BvFfAAK,2012-10-21T16:58:06.000+0000,0051g000004BvFfAAK,2012-11-09T16:58:06.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:46.000+0000,(555) 417-9429,(555) 129-7846,charlsie.vertz@example.com,,,,000273772907,000888233796,000757411012,000-61-3955
5001g000009TXmBAAW,,00016115,0031g00000iE9YAAA0,0011g00000nAbvVAAS,,,,,,,Support,Closed,Support,Email,Configuration problem,Low,I have a service question and would like some assistance.,1,2008-11-20T19:24:35.000+0000,,0051g000004BvFfAAK,2008-10-31T19:24:35.000+0000,0051g000004BvFfAAK,2008-11-20T19:24:35.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:46.000+0000,(555) 417-9429,(555) 129-7846,charlsie.vertz@example.com,,,,000273772907,000888233796,000757411012,000-61-3955
5001g000009TXmCAAW,,00016116,0031g00000iE9YAAA0,0011g00000nAbvVAAS,,,,,,,Claim,Closed,Claim,Phone,Status of claim,Medium,I have claims question related to my account.,1,2002-10-02T01:38:30.000+0000,,0051g000004BvFfAAK,2002-09-10T01:38:30.000+0000,0051g000004BvFfAAK,2002-10-02T01:38:30.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:46.000+0000,(555) 417-9429,(555) 129-7846,charlsie.vertz@example.com,,,,000273772907,000888233796,000757411012,000-61-3955
5001g000009TXmDAAW,,00016117,0031g00000iE9YBAA0,0011g00000nAbvVAAS,,,,,,,Support,Closed,Support,Phone,Error message problem,Medium,I have a service question and would like some assistance.,1,2019-08-04T22:12:59.000+0000,,0051g000004BvFfAAK,2019-07-12T22:12:59.000+0000,0051g000004BvFfAAK,2019-08-04T22:12:59.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:46.000+0000,(555) 824-9783,(555) 443-6590,erline.crase@example.com,,,,000874235997,000157176628,000257225820,000-67-5037
5001g000009TXmEAAW,,00016118,0031g00000iE9YBAA0,0011g00000nAbvVAAS,,,,,,,Billing,Closed,Billing,Web,My contract,High,I have a billing question related to my account.,1,2017-03-02T02:30:48.000+0000,,0051g000004BvFfAAK,2017-02-17T02:30:48.000+0000,0051g000004BvFfAAK,2017-03-02T02:30:48.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:46.000+0000,(555) 824-9783,(555) 443-6590,erline.crase@example.com,,,,000874235997,000157176628,000257225820,000-67-5037
5001g000009TXmFAAW,,00016119,0031g00000iE9YCAA0,0011g00000nAbvWAAS,,,,,,,Enrollment,Closed,Enrollment,Phone,Status of enrollment,Medium,I have an enrollment question related to my account.,1,2008-04-10T18:53:33.000+0000,,0051g000004BvFfAAK,2008-03-30T18:53:33.000+0000,0051g000004BvFfAAK,2008-04-10T18:53:33.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:46.000+0000,(555) 865-3712,(555) 598-7503,tiara.packen@example.com,,,,000814589849,000794211851,000203075962,000-18-6350
5001g000009TXmGAAW,,00016120,0031g00000iE9YCAA0,0011g00000nAbvWAAS,,,,,,,Support,Closed,Support,Email,Installation question,Medium,I have a service question and would like some assistance.,1,2004-07-20T22:36:59.000+0000,,0051g000004BvFfAAK,2004-07-07T22:36:59.000+0000,0051g000004BvFfAAK,2004-07-20T22:36:59.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:46.000+0000,(555) 865-3712,(555) 598-7503,tiara.packen@example.com,,,,000814589849,000794211851,000203075962,000-18-6350
